대학명,캠퍼스,계열,추천전형,전형명,전형명_key,전형구분,모집단위,모집인원,2024_모집인원,D-2(2024),D-1(2024),D-0오전(2024),D-0오후(2024),최종(2024),3개년평균,경쟁률_0910_1100,경쟁률_0910_1500,지원인원_0910_1100,지원인원_0910_1500
인하대학교,,자연,1,지역균형,지역균형,교과,컴퓨터공학과,38,38,1.16,1.84,2.79,2.92,3.68,8.21,0.24,0.29,9,11
인하대학교,,자연,0,인하미래인재,인하미래인재,종합,통계학과,9,10,2.7,5.2,7.3,7.7,9.9,7.6,0.56,0.67,5,6
인하대학교,,자연,1,지역균형,지역균형,교과,통계학과,6,6,0.83,2.83,4.33,5.67,6.33,6.37,1.17,2,7,12
인하대학교,,인문,0,인하미래인재,인하미래인재,종합,한국어문학과,12,12,2,4.33,7.08,7.75,9.08,7.85,0.67,0.75,8,9
인하대학교,,인문,1,지역균형,지역균형,교과,한국어문학과,8,8,1.75,3.88,5.62,6.5,9.62,9.94,0.13,0.13,1,1
인하대학교,,자연,0,인하미래인재,인하미래인재,종합,항공우주공학과,19,19,6.53,9.21,13.11,14,15.74,13.98,1.68,2.11,32,40
인하대학교,,자연,1,지역균형,지역균형,교과,항공우주공학과,12,12,3.08,5.17,6.33,6.42,7.75,9.67,0.67,0.92,8,11
인하대학교,,자연,0,인하미래인재,인하미래인재,종합,해양과학과,11,11,3.27,5.18,8.18,8.91,11.55,9.58,1,1.36,11,15
인하대학교,,자연,1,지역균형,지역균형,교과,해양과학과,7,7,1.14,1.71,2.86,3.14,4.57,7.66,0.43,0.43,3,3
인하대학교,,인문,0,인하미래인재,인하미래인재,종합,행정학과,20,20,2.65,5.1,9.2,10.1,12.4,13.67,1,1.2,20,24
인하대학교,,인문,1,지역균형,지역균형,교과,행정학과,13,13,1.31,2.08,2.77,3.31,5.15,7.18,0.46,0.46,6,6
인하대학교,,자연,0,인하미래인재,인하미래인재,종합,화학공학과,33,34,2.26,4.29,6.47,7.24,9.24,10.02,0.39,0.48,13,16
인하대학교,,자연,1,지역균형,지역균형,교과,화학공학과,21,21,1.1,2,2.76,3.05,3.67,6.98,0.62,0.76,13,16
인하대학교,,자연,0,인하미래인재,인하미래인재,종합,화학과,16,16,4.06,7.75,12.31,14.06,16.12,12.02,1,1.31,16,21
인하대학교,,자연,1,지역균형,지역균형,교과,화학과,10,10,1,2.5,3.5,3.8,4.6,9.99,0.1,0.1,1,1
인하대학교,,자연,0,인하미래인재,인하미래인재,종합,환경공학과,14,14,4.93,9.36,15.07,16.5,19.57,15.66,0.86,1,12,14
인하대학교,,자연,1,지역균형,지역균형,교과,환경공학과,9,9,1.33,2.89,4.22,4.22,4.78,7.31,0.44,0.56,4,5
중앙대학교,서울,자연,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,AI학과,10,10,6.7,11.4,16.2,18.1,23,22.73,0,0,0,0
중앙대학교,서울,자연,1,학생부교과(지역균형),지역균형,교과,AI학과,5,5,8.2,10.2,13,13.8,16.4,18.2,0,0,0,0
중앙대학교,서울,,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,간호학과,23,,,,,,,,0,0,0,0
중앙대학교,서울,,1,학생부교과(지역균형),지역균형,교과,간호학과,27,,,,,,,,0,0,0,0
중앙대학교,서울,,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,간호학과인문,15,,,,,,,,0,0,0,0
중앙대학교,서울,,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,간호학과자연,10,,,,,,,,0,0,0,0
중앙대학교,서울,자연,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,건설환경플랜트공학,11,9,4.67,8.22,11.89,13.56,18.89,14.77,0,0,0,0
중앙대학교,서울,자연,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,건설환경플랜트공학,8,9,4.67,8,9.89,12.44,14.67,14.21,0,0,0,0
중앙대학교,서울,자연,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,건축학부,14,15,5.47,9.07,11.13,12.87,15.67,16.33,0,0,0,0
중앙대학교,서울,자연,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,건축학부,15,15,5.4,8.33,11.47,12.53,14.8,14.36,0,0,0,0
중앙대학교,서울,,1,학생부교과(지역균형),지역균형,교과,경영경제대학,52,,,,,,,,0,0,0,0
중앙대학교,서울,인문,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,경영학,22,20,14.7,19.6,24.65,26.4,30.95,25.63,0,0,0,0
중앙대학교,서울,인문,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,경영학,24,30,6.63,10.43,13.47,14.77,17.87,16.71,0,0,0,0
중앙대학교,서울,인문,1,학생부교과(지역균형),지역균형,교과,경영학,46,50,2.52,3.2,4.02,4.28,5.2,9.15,0,0,0,0
중앙대학교,서울,인문,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,경제학부,17,11,9.64,12.91,15.45,16.82,19.36,15.23,0,0,0,0
중앙대학교,서울,인문,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,경제학부,10,12,5.42,8.08,10,11.67,14.5,12.12,0,0,0,0
중앙대학교,서울,,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,공간연출,3,,,,,,,,0,0,0,0
중앙대학교,서울,인문,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,공공인재학부,9,8,16.12,22.25,27.88,30.75,35.38,33.62,0,0,0,0
중앙대학교,서울,인문,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,공공인재학부,10,10,11.8,16.8,20.2,21.5,25.6,24,0,0,0,0
중앙대학교,서울,인문,1,학생부교과(지역균형),지역균형,교과,공공인재학부,10,15,2,2.67,3.2,3.87,4.8,9.04,0,0,0,0
중앙대학교,서울,,1,학생부교과(지역균형),지역균형,교과,공과대학,31,,,,,,,,0,0,0,0
중앙대학교,서울,인문,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,광고홍보학과,8,7,4.14,8.14,11.43,12.71,16.43,17.75,0,0,0,0
중앙대학교,서울,인문,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,광고홍보학과,8,7,5.57,8.71,10.14,11.14,14.14,13.77,0,0,0,0
중앙대학교,서울,인문,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,교육학과,8,8,17,23.88,30,32.25,38.62,36.67,0,0,0,0
중앙대학교,서울,인문,1,학생부교과(지역균형),지역균형,교과,교육학과,6,5,4.2,6.8,8.4,9.2,10.4,9.8,0,0,0,0
중앙대학교,서울,인문,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,국어국문학과,6,6,5,7.5,9.67,10.33,13.83,12.77,0,0,0,0
중앙대학교,서울,인문,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,국어국문학과,7,6,7.83,11.17,13.67,15,18.17,17.89,0,0,0,0
중앙대학교,서울,인문,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,국제물류학과,6,5,5.2,7.6,8.8,10.8,14.6,14.08,0,0,0,0
중앙대학교,서울,인문,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,국제물류학과,8,6,8.17,11.17,14,16,18.17,13.27,0,0,0,0
중앙대학교,서울,인문,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,글로벌금융,9,5,7.4,13.2,18.2,19.2,24,17.23,0,0,0,0
중앙대학교,서울,인문,1,학생부교과(지역균형),지역균형,교과,글로벌금융,7,7,4.57,6.43,8,8.86,10,12.24,0,0,0,0
중앙대학교,서울,자연,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,기계공학부,10,12,15.67,22.75,29.58,31.5,35,25.06,0,0,0,0
중앙대학교,서울,자연,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,기계공학부,18,16,7.06,11.44,14.88,16.38,18.75,15.87,0,0,0,0
중앙대학교,서울,자연,1,학생부교과(지역균형),지역균형,교과,기계공학부,20,20,3.85,5.35,7.1,7.65,9.85,12.88,0,0,0,0
중앙대학교,서울,인문,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,도시계획ㆍ부동산학과,8,8,10.5,15,17.88,19.12,22,13.92,0,0,0,0
중앙대학교,서울,인문,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,도시계획ㆍ부동산학과,6,7,9.71,13.86,15.86,16.86,19.29,13.43,0,0,0,0
중앙대학교,서울,자연,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,도시시스템공학,9,5,7.2,9.6,12.8,15.2,21.2,16.75,0,0,0,0
중앙대학교,서울,,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,독일어문학,16,,,,,,,,0,0,0,0
중앙대학교,서울,,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,러시아어문학,15,,,,,,,,0,0,0,0
중앙대학교,서울,인문,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,문헌정보학과,9,6,8.17,12.17,15.33,16,19.5,13.44,0,0,0,0
중앙대학교,서울,자연,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,물리학과,12,8,8.62,11.88,15.38,16.75,20.12,14.42,0,0,0,0
중앙대학교,서울,인문,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,미디어커뮤니케이션학부,7,5,22.8,32.8,40.6,42.8,46.2,39.94,0,0,0,0
중앙대학교,서울,인문,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,미디어커뮤니케이션학부,5,5,14.4,22.2,29,31.2,35.6,27.42,0,0,0,0
중앙대학교,서울,인문,1,학생부교과(지역균형),지역균형,교과,미디어커뮤니케이션학부,9,6,3.17,4.5,6.33,6.5,7.17,10.17,0,0,0,0
중앙대학교,서울,,1,학생부교과(지역균형),지역균형,교과,사회과학대학,25,,,,,,,,0,0,0,0
중앙대학교,서울,인문,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,사회복지학부,6,7,4.57,7.14,10,10.86,16,16.96,0,0,0,0
중앙대학교,서울,인문,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,사회복지학부,9,7,8,13.29,17.43,19,21.86,19.23,0,0,0,0
중앙대학교,서울,인문,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,사회학과,10,6,7.33,10.67,13.33,14.67,21.33,20.22,0,0,0,0
중앙대학교,서울,,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,산업보안학과인문,5,,,,,,,,0,0,0,0
중앙대학교,서울,,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,산업보안학과인문,5,,,,,,,,0,0,0,0
중앙대학교,서울,,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,산업보안학과자연,7,,,,,,,,0,0,0,0
중앙대학교,서울,자연,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,생명과학과,11,6,21,33.83,44.17,49.17,58.33,48,0,0,0,0
중앙대학교,서울,자연,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,소프트웨어학부,12,13,18.77,26.85,35.15,37.54,44.85,40.56,0,0,0,0
중앙대학교,서울,자연,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,소프트웨어학부,20,20,8.65,13.65,18.15,20.1,23.4,21.61,0,0,0,0
중앙대학교,서울,자연,1,학생부교과(지역균형),지역균형,교과,소프트웨어학부,15,15,4.13,5.8,8.2,8.73,10.13,10.7,0,0,0,0
중앙대학교,서울,자연,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,수학과,12,6,7.83,11.5,15.83,16.5,19.67,16.22,0,0,0,0
중앙대학교,서울,인문,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,심리학과,7,6,16.5,24.5,29.5,30.33,32.33,29.46,0,0,0,0
중앙대학교,서울,인문,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,심리학과,6,7,14.43,19.71,23.57,25.86,29,24.73,0,0,0,0
중앙대학교,서울,자연,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,약학부,18,15,16.6,21.73,27.07,29.73,33.33,33.44,0,0,0,0
중앙대학교,서울,자연,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,약학부,18,22,10.27,13.68,16.73,18.5,21.32,25.28,0,0,0,0
중앙대학교,서울,자연,1,학생부교과(지역균형),지역균형,교과,약학부,10,8,4.38,5.75,8.12,8.5,10,35.16,0,0,0,0
중앙대학교,서울,자연,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,에너지시스템공학부,6,8,11,15.75,21.75,25,30.62,23.81,0,0,0,0
중앙대학교,서울,자연,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,에너지시스템공학부,10,8,7.5,11.62,17.25,19.62,25,17.79,0,0,0,0
중앙대학교,서울,,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,역사학과,12,,,,,,,,0,0,0,0
중앙대학교,서울,인문,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,영어교육과,10,11,4.91,7.45,9.55,10.36,12.73,10.39,0,0,0,0
중앙대학교,서울,인문,1,학생부교과(지역균형),지역균형,교과,영어교육과,10,7,2.71,3.29,3.86,4.29,5.43,8.53,0,0,0,0
중앙대학교,서울,인문,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,영어영문학과,10,10,5.5,9.1,12.2,13.7,16.5,12.22,0,0,0,0
중앙대학교,서울,인문,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,영어영문학과,25,18,7.78,10.72,13.28,14.22,17.61,13.67,0,0,0,0
중앙대학교,서울,인문,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,유아교육과,12,12,3.25,6,7.83,8.58,10.25,10.12,0,0,0,0
중앙대학교,서울,인문,1,학생부교과(지역균형),지역균형,교과,유아교육과,6,6,2.33,5.5,8,9,11.5,13.5,0,0,0,0
중앙대학교,서울,자연,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,융합공학부,6,9,22.22,36.56,48,52.33,61.78,44.29,0,0,0,0
중앙대학교,서울,자연,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,융합공학부,12,8,12,20.5,25.75,28,32.62,24.43,0,0,0,0
중앙대학교,서울,,1,학생부교과(지역균형),지역균형,교과,융합공학부,36,,,,,,,,0,0,0,0
중앙대학교,서울,인문,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,응용통계학과,6,,,,,,,16.7,0,0,0,0
중앙대학교,서울,자연,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,의학부,10,11,23.64,30,35.36,37.36,42,39.63,0,0,0,0
중앙대학교,서울,자연,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,의학부,15,11,20.36,26.27,31,33,37.45,33.04,0,0,0,0
중앙대학교,서울,,1,학생부교과(지역균형),지역균형,교과,인문대학,36,,,,,,,,0,0,0,0
중앙대학교,서울,,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,일본어문학,10,,,,,,,,0,0,0,0
중앙대학교,서울,,1,학생부교과(지역균형),지역균형,교과,자연과학대학,30,,,,,,,,0,0,0,0
중앙대학교,서울,자연,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,전자전기공학부,9,12,11.75,18.92,23.58,25.67,32.25,26.92,0,0,0,0
중앙대학교,서울,자연,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,전자전기공학부,15,20,7.8,12.65,16.15,17.7,20.5,16.22,0,0,0,0
중앙대학교,서울,,1,학생부교과(지역균형),지역균형,교과,전자전기공학부,20,,,,,,,,0,0,0,0
중앙대학교,서울,,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,정치국제학과,9,,,,,,,,0,0,0,0
중앙대학교,서울,,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,중국어문학,16,,,,,,,,0,0,0,0
중앙대학교,서울,인문,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,철학과,12,10,13.4,18.8,21.5,23.1,25.6,15.03,0,0,0,0
중앙대학교,서울,,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,체육교육과,15,,,,,,,,0,0,0,0
중앙대학교,서울,,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,프랑스어문학,17,,,,,,,,0,0,0,0
중앙대학교,서울,자연,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,화학공학과,5,7,13.29,21.71,28.71,32.71,38.14,36.17,0,0,0,0
중앙대학교,서울,자연,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,화학공학과,10,9,6.33,11.22,15.56,17.89,21.89,22.07,0,0,0,0
중앙대학교,서울,자연,1,학생부교과(지역균형),지역균형,교과,화학공학과,10,10,5.2,7.3,9.3,9.8,11.3,18.92,0,0,0,0
중앙대학교,서울,자연,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,화학과,8,5,9.8,17.4,25.6,28.2,31.8,28.34,0,0,0,0
중앙대학교(다빈치),다빈치,자연,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,동물생명공학,9,11,3.18,5.18,8.36,9.18,11.45,10.65,0,0,0,0
중앙대학교(다빈치),다빈치,자연,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,동물생명공학,10,10,5.2,9.8,14.4,16.5,18.1,12.33,0,0,0,0
중앙대학교(다빈치),다빈치,,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,문예창작,9,,,,,,,,0,0,0,0
중앙대학교(다빈치),다빈치,자연,0,학생부교과(지역균형),지역균형,교과,생명공학대학,65,65,1.29,2.23,2.91,3.15,3.6,4.55,0,0,0,0
중앙대학교(다빈치),다빈치,자연,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,시스템생명공학과,6,7,5.43,9.29,14.71,15.71,19.71,15.42,0,0,0,0
중앙대학교(다빈치),다빈치,자연,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,시스템생명공학과,10,9,2.78,5.56,8.33,10.11,12.89,13.86,0,0,0,0
중앙대학교(다빈치),다빈치,자연,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,식물생명공학,7,14,4.79,9.43,13.86,15.21,17.57,12.88,0,0,0,0
중앙대학교(다빈치),다빈치,,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,식물생명공학,6,,,,,,,,0,0,0,0
중앙대학교(다빈치),다빈치,자연,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,식품공학,14,12,3.25,5.58,7.75,8.83,11.58,9.46,0,0,0,0
중앙대학교(다빈치),다빈치,자연,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,식품공학,10,12,3,5,8.5,9.25,11.5,8.76,0,0,0,0
중앙대학교(다빈치),다빈치,자연,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,식품영양,10,12,2.25,5.25,8.25,9.17,10.33,8.87,0,0,0,0
중앙대학교(다빈치),다빈치,,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,실내환경디자인,7,,,,,,,,0,0,0,0
중앙대학교(다빈치),다빈치,자연,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,예술공학부,23,20,2.4,4.05,6.2,6.85,8.15,5.86,0,0,0,0
중앙대학교(다빈치),다빈치,자연,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,예술공학부,18,23,2.52,4.52,7.91,8.83,10.48,7.52,0,0,0,0
중앙대학교(다빈치),다빈치,자연,0,학생부교과(지역균형),지역균형,교과,예술공학부,18,18,1.39,2.5,3.89,4.28,5.06,6.59,0,0,0,0
중앙대학교(다빈치),다빈치,자연,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,첨단소재공학과,5,5,4.6,9.8,15.4,17,20.8,15.33,0,0,0,0
중앙대학교(다빈치),다빈치,자연,0,학생부종합(CAU탐구형인재),CAU탐구형인재,종합,첨단소재공학과,5,5,3.8,8.8,12.6,13.6,16,11.96,0,0,0,0
중앙대학교(다빈치),다빈치,자연,0,학생부교과(지역균형),지역균형,교과,첨단소재공학과,6,5,2.2,4.2,4.8,5,6,7.93,0,0,0,0
중앙대학교(다빈치),다빈치,,0,학생부종합(CAU융합형인재),CAU융합형인재,종합,패션,10,,,,,,,,0,0,0,0
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(면접형),종합(면접형),종합,ELLT학과,6,9,2,3.22,5,5.78,8.33,9.43,0,0.5,0,3
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(서류형),종합(서류형),종합,ELLT학과,7,9,2.67,3.78,5.33,6.11,8.78,8.69,0,0.43,0,3
한국외국어대학교,서울캠퍼스,인문,1,학교장추천전형,학교장추천,교과,ELLT학과,4,8,1.25,2.12,2.88,3.12,4.5,7.96,0,0.5,0,2
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(면접형),종합(면접형),종합,Language  AI융합학부,8,,,,,,,,0,0.38,0,3
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(서류형),종합(서류형),종합,Language  AI융합학부,8,,,,,,,,0,0.63,0,5
한국외국어대학교,서울캠퍼스,,1,학교장추천전형,학교장추천,교과,Language  AI융합학부,3,,,,,,,,0,0,0,0
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(면접형),종합(면접형),종합,Language  Diplomacy학부,4,,,,,,,,0,0,0,0
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(서류형),종합(서류형),종합,Language  Diplomacy학부,3,,,,,,,,0,0.33,0,1
한국외국어대학교,서울캠퍼스,,1,학교장추천전형,학교장추천,교과,Language  Diplomacy학부,3,,,,,,,,0,0,0,0
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(면접형),종합(면접형),종합,Language  Trade학부,2,,,,,,,,0,0,0,0
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(서류형),종합(서류형),종합,Language  Trade학부,2,,,,,,,,0,0.5,0,1
한국외국어대학교,서울캠퍼스,,1,학교장추천전형,학교장추천,교과,Language  Trade학부,3,,,,,,,,0,0,0,0
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(면접형),종합(면접형),종합,Social Science  AI융합학부,8,,,,,,,,0,0.63,0,5
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(서류형),종합(서류형),종합,Social Science  AI융합학부,8,,,,,,,,0,0.25,0,2
한국외국어대학교,서울캠퍼스,,1,학교장추천전형,학교장추천,교과,Social Science  AI융합학부,3,,,,,,,,0,0,0,0
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(면접형),종합(면접형),종합,경영학부,15,16,3.75,7.19,9.75,10.5,12.94,14.61,0,0.73,0,11
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(서류형),종합(서류형),종합,경영학부,15,10,3.8,6.3,8.3,9.7,11.6,14.13,0,0.47,0,7
한국외국어대학교,서울캠퍼스,인문,1,학교장추천전형,학교장추천,교과,경영학부,11,15,4.07,6.6,7.8,8.4,9.73,16.58,0,0.73,0,8
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(면접형),종합(면접형),종합,경제학부,8,10,4.4,7.5,9.9,10.6,13,12.28,0,0.5,0,4
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(서류형),종합(서류형),종합,경제학부,7,9,1.56,3.33,5,6.22,7.78,8.65,0,0.29,0,2
한국외국어대학교,서울캠퍼스,인문,1,학교장추천전형,학교장추천,교과,경제학부,5,7,1.14,2,3.14,3.29,5.14,11.71,0,0.2,0,1
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(면접형),종합(면접형),종합,국제통상학과,5,6,4,6.67,9.17,10.67,13,13.19,0,0,0,0
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(서류형),종합(서류형),종합,국제통상학과,5,5,1.8,3.4,3.8,5.4,8.4,9.6,0,0.4,0,2
한국외국어대학교,서울캠퍼스,인문,1,학교장추천전형,학교장추천,교과,국제통상학과,4,5,2.4,3.6,4.8,5.6,7.4,10.2,0,1.25,0,5
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(면접형),종합(면접형),종합,국제학부,6,7,5.14,8.14,9.57,10.71,13.71,16.08,0,0.83,0,5
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(서류형),종합(서류형),종합,국제학부,6,6,3.83,7.5,9,10.5,11.67,13.15,0,0.17,0,1
한국외국어대학교,서울캠퍼스,인문,1,학교장추천전형,학교장추천,교과,국제학부,3,4,1.25,1.25,2.5,2.75,5.75,9.92,0,0,0,0
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(면접형),종합(면접형),종합,네덜란드어과,3,4,7.75,11.5,13,13.75,17.25,14.81,0,0.33,0,1
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(서류형),종합(서류형),종합,네덜란드어과,3,6,4.5,5.5,6.5,7.33,9,9.26,0,1,0,3
한국외국어대학교,서울캠퍼스,인문,1,학교장추천전형,학교장추천,교과,네덜란드어과,3,3,1.67,2,2.33,3.67,8,10,0,0,0,0
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(면접형),종합(면접형),종합,노어과,4,7,7.29,9.14,10.29,11,12,12.94,0,0.25,0,1
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(서류형),종합(서류형),종합,노어과,5,7,4.86,5.57,6.71,7.14,7.71,7.76,0,0,0,0
한국외국어대학교,서울캠퍼스,인문,1,학교장추천전형,학교장추천,교과,노어과,3,5,0.8,1.6,2.2,3.2,10.4,11.4,0,0,0,0
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(면접형),종합(면접형),종합,독일어과,7,11,4.27,6.09,7.45,8.09,9.45,11.13,0,0.57,0,4
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(서류형),종합(서류형),종합,독일어과,8,8,3.25,4.75,6.75,7.12,8.25,8.41,0,0.5,0,4
한국외국어대학교,서울캠퍼스,인문,1,학교장추천전형,학교장추천,교과,독일어과,9,13,1.23,2.08,2.85,3.23,6.62,9.08,0,0.22,0,2
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(면접형),종합(면접형),종합,말레이인도네시아어과,3,,,,,,,,0,1,0,3
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(서류형),종합(서류형),종합,말레이인도네시아어과,4,,,,,,,,0,0,0,0
한국외국어대학교,서울캠퍼스,,1,학교장추천전형,학교장추천,교과,말레이인도네시아어과,3,,,,,,,,0,1,0,3
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(면접형),종합(면접형),종합,몽골어과,3,3,6.67,11,12.33,13.33,16,12.33,0,1,0,3
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(서류형),종합(서류형),종합,몽골어과,5,5,1.4,2.6,4.4,5.2,6.2,6.7,0,0.2,0,1
한국외국어대학교,서울캠퍼스,인문,1,학교장추천전형,학교장추천,교과,몽골어과,3,3,1,1.33,1.33,2.67,7,12.33,0,0.33,0,1
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(면접형),종합(면접형),종합,미디어커뮤니케이션학부,7,9,8.22,11.44,14.33,16,19.11,18.57,0,1,0,7
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(서류형),종합(서류형),종합,미디어커뮤니케이션학부,7,8,2.88,4.12,5.75,6.88,10.5,15.15,0,0.43,0,3
한국외국어대학교,서울캠퍼스,인문,1,학교장추천전형,학교장추천,교과,미디어커뮤니케이션학부,4,6,2.83,3.67,4.67,4.83,5.83,16.22,0,0.5,0,2
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(면접형),종합(면접형),종합,베트남어과,3,4,5.75,7.25,9.75,12,15.5,11.5,0,1.33,0,4
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(서류형),종합(서류형),종합,베트남어과,4,6,2,3.17,4.17,5.67,6.83,6.46,0,0.5,0,2
한국외국어대학교,서울캠퍼스,인문,1,학교장추천전형,학교장추천,교과,베트남어과,3,3,0.67,0.67,3.33,3.67,5,8.38,0,0,0,0
