대학명,캠퍼스,계열,추천전형,전형명,전형명_key,전형구분,모집단위,모집인원,2024_모집인원,D-2(2024),D-1(2024),D-0오전(2024),D-0오후(2024),최종(2024),3개년평균,경쟁률_0910_1100,경쟁률_0910_1500,지원인원_0910_1100,지원인원_0910_1500
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(면접형),종합(면접형),종합,사회과학대학통합모집,4,,,,,,,,0,0,0,0
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(서류형),종합(서류형),종합,사회과학대학통합모집,6,,,,,,,,0,0,0,0
한국외국어대학교,서울캠퍼스,,1,학교장추천전형,학교장추천,교과,사회과학대학통합모집,3,,,,,,,,0,0,0,0
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(면접형),종합(면접형),종합,상경대학통합모집,3,,,,,,,,0,0,0,0
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(서류형),종합(서류형),종합,상경대학통합모집,5,,,,,,,,0,0.2,0,1
한국외국어대학교,서울캠퍼스,,1,학교장추천전형,학교장추천,교과,상경대학통합모집,3,,,,,,,,0,0.33,0,1
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(면접형),종합(면접형),종합,스칸디나비아어과,3,4,8.25,11.25,14,15.25,16.75,13.64,0,1.67,0,5
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(서류형),종합(서류형),종합,스칸디나비아어과,3,6,3,4.5,5.67,6.5,8.17,7.89,0,0.67,0,2
한국외국어대학교,서울캠퍼스,인문,1,학교장추천전형,학교장추천,교과,스칸디나비아어과,3,3,4,5.67,7.67,7.67,9.33,9,0,0.33,0,1
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(면접형),종합(면접형),종합,스페인어과,7,11,5.64,8.36,9.91,11.09,13.18,13.94,0,0.71,0,5
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(서류형),종합(서류형),종합,스페인어과,8,8,4.5,5.88,6.75,7.5,9,9.22,0,0.38,0,3
한국외국어대학교,서울캠퍼스,인문,1,학교장추천전형,학교장추천,교과,스페인어과,9,13,2.85,3.62,5.38,5.62,6.77,9.16,0,0.33,0,3
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(면접형),종합(면접형),종합,아랍어과,3,6,9.33,12.67,14.33,15.33,16.5,11.33,0,1,0,3
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(서류형),종합(서류형),종합,아랍어과,5,6,3,4.67,5.67,6.33,8.33,6.94,0,0.6,0,3
한국외국어대학교,서울캠퍼스,인문,1,학교장추천전형,학교장추천,교과,아랍어과,4,7,2.14,2.29,4.43,4.86,7.14,8.62,0,0,0,0
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(면접형),종합(면접형),종합,영미문학문화학과,6,,,,,,,,0,1,0,6
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(서류형),종합(서류형),종합,영미문학문화학과,7,,,,,,,,0,0.57,0,4
한국외국어대학교,서울캠퍼스,,1,학교장추천전형,학교장추천,교과,영미문학문화학과,4,,,,,,,,0,0.25,0,1
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(면접형),종합(면접형),종합,영어교육과,3,3,4.33,6.67,9,10,12,14.67,0,1.67,0,5
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(서류형),종합(서류형),종합,영어교육과,6,6,5.17,6.67,8.67,9.83,10.83,12.5,0,0.83,0,5
한국외국어대학교,서울캠퍼스,인문,1,학교장추천전형,학교장추천,교과,영어교육과,4,4,2.75,3.5,5,5.5,6.25,17.83,0,0.25,0,1
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(면접형),종합(면접형),종합,영어대학통합모집,6,,,,,,,,0,0.33,0,2
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(서류형),종합(서류형),종합,영어대학통합모집,7,,,,,,,,0,0.29,0,2
한국외국어대학교,서울캠퍼스,,1,학교장추천전형,학교장추천,교과,영어대학통합모집,3,,,,,,,,0,0,0,0
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(면접형),종합(면접형),종합,영어통번역학과,6,8,4.62,6.5,8.88,9.75,11.38,10.78,0,0.83,0,5
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(서류형),종합(서류형),종합,영어통번역학과,6,9,1.78,3,4.33,4.67,6.56,7.44,0,0.5,0,3
한국외국어대학교,서울캠퍼스,인문,1,학교장추천전형,학교장추천,교과,영어통번역학과,4,6,0.83,1.83,2.5,2.83,5,9.72,0,0.25,0,1
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(면접형),종합(면접형),종합,외국어교육학부독일어교육전공,3,,,,,,,,0,0.33,0,1
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(서류형),종합(서류형),종합,외국어교육학부독일어교육전공,2,,,,,,,,0,0.5,0,1
한국외국어대학교,서울캠퍼스,,1,학교장추천전형,학교장추천,교과,외국어교육학부독일어교육전공,3,,,,,,,,0,0,0,0
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(면접형),종합(면접형),종합,외국어교육학부중국어교육전공,3,,,,,,,,0,0.33,0,1
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(서류형),종합(서류형),종합,외국어교육학부중국어교육전공,2,,,,,,,,0,1.5,0,3
한국외국어대학교,서울캠퍼스,,1,학교장추천전형,학교장추천,교과,외국어교육학부중국어교육전공,3,,,,,,,,0,0,0,0
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(면접형),종합(면접형),종합,외국어교육학부프랑스어교육전공,3,,,,,,,,0,1,0,3
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(서류형),종합(서류형),종합,외국어교육학부프랑스어교육전공,2,,,,,,,,0,0.5,0,1
한국외국어대학교,서울캠퍼스,,1,학교장추천전형,학교장추천,교과,외국어교육학부프랑스어교육전공,3,,,,,,,,0,0,0,0
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(면접형),종합(면접형),종합,융합일본지역학부,3,4,5.25,7.5,10,10.5,11.75,14.06,0,1,0,3
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(서류형),종합(서류형),종합,융합일본지역학부,4,6,4.17,6.5,8.33,9.17,11,9.96,0,0.25,0,1
한국외국어대학교,서울캠퍼스,인문,1,학교장추천전형,학교장추천,교과,융합일본지역학부,3,7,1.29,2.43,3.71,4.14,5.43,9,0,0.33,0,1
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(면접형),종합(면접형),종합,이탈리아어과,3,4,1.75,4.5,7,7.75,11.5,11.19,0,0,0,0
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(서류형),종합(서류형),종합,이탈리아어과,3,6,2.17,3.5,5,5.33,7.5,8.04,0,0,0,0
한국외국어대학교,서울캠퍼스,인문,1,학교장추천전형,학교장추천,교과,이탈리아어과,3,3,0.67,1.67,4,5,8.67,12.22,0,0,0,0
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(면접형),종합(면접형),종합,인도어과,3,4,4,7.25,9.25,9.25,11.75,10.39,0,1,0,3
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(서류형),종합(서류형),종합,인도어과,4,6,2.67,4.17,5.5,5.67,7,6.93,0,0.5,0,2
한국외국어대학교,서울캠퍼스,인문,1,학교장추천전형,학교장추천,교과,인도어과,3,3,1.33,1.33,2.33,2.67,6,10.67,0,0,0,0
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(면접형),종합(면접형),종합,일본언어문화학부,4,6,6.33,8.5,11,12.5,13.5,15.94,0,2.25,0,9
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(서류형),종합(서류형),종합,일본언어문화학부,5,7,6.86,8.57,10.43,10.43,11.86,10.72,0,1.2,0,6
한국외국어대학교,서울캠퍼스,인문,1,학교장추천전형,학교장추천,교과,일본언어문화학부,4,5,2.8,4.4,5,5.2,6.6,11.13,0,0.75,0,3
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(면접형),종합(면접형),종합,일본학대학통합모집,3,,,,,,,,0,0.33,0,1
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(서류형),종합(서류형),종합,일본학대학통합모집,3,,,,,,,,0,0,0,0
한국외국어대학교,서울캠퍼스,,1,학교장추천전형,학교장추천,교과,일본학대학통합모집,3,,,,,,,,0,0,0,0
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(면접형),종합(면접형),종합,자유전공학부서울,10,,,,,,,,0,0.5,0,5
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(서류형),종합(서류형),종합,자유전공학부서울,12,,,,,,,,0,0.75,0,9
한국외국어대학교,서울캠퍼스,,1,학교장추천전형,학교장추천,교과,자유전공학부서울,20,,,,,,,,0,0.45,0,9
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(면접형),종합(면접형),종합,정치외교학과,6,6,6,9,12.17,13.5,15.67,17.97,0,0.33,0,2
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(서류형),종합(서류형),종합,정치외교학과,4,4,1.75,3.25,7.25,8,9,10.7,0,0.5,0,2
한국외국어대학교,서울캠퍼스,인문,1,학교장추천전형,학교장추천,교과,정치외교학과,4,5,2,2.6,3,3.4,5.8,11.6,0,0.5,0,2
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(면접형),종합(면접형),종합,중국언어문화학부,5,7,5.71,8.86,11.86,13,15.14,13.96,0,0.8,0,4
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(서류형),종합(서류형),종합,중국언어문화학부,7,9,4.89,6.44,8.11,9.56,10.44,10.06,0,1.29,0,9
한국외국어대학교,서울캠퍼스,인문,1,학교장추천전형,학교장추천,교과,중국언어문화학부,4,7,0.71,1.86,3.57,3.71,6.71,8,0,0.25,0,1
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(면접형),종합(면접형),종합,중국외교통상학부,5,7,6.43,9.86,12.29,13.71,16.29,14.31,0,1,0,5
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(서류형),종합(서류형),종합,중국외교통상학부,6,8,3.25,5,6.5,7.25,8.62,8.84,0,0.67,0,4
한국외국어대학교,서울캠퍼스,인문,1,학교장추천전형,학교장추천,교과,중국외교통상학부,4,6,1.33,2,2.33,2.67,4.33,8.61,0,0.25,0,1
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(면접형),종합(면접형),종합,중국학대학통합모집,3,,,,,,,,0,0.67,0,2
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(서류형),종합(서류형),종합,중국학대학통합모집,3,,,,,,,,0,0,0,0
한국외국어대학교,서울캠퍼스,,1,학교장추천전형,학교장추천,교과,중국학대학통합모집,3,,,,,,,,0,0,0,0
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(면접형),종합(면접형),종합,태국학과,3,4,3,4,7.5,8.25,13.5,10.17,0,0.33,0,1
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(서류형),종합(서류형),종합,태국학과,4,6,1.83,3,4.17,4.33,7.67,6.94,0,0,0,0
한국외국어대학교,서울캠퍼스,인문,1,학교장추천전형,학교장추천,교과,태국학과,3,3,1,3,4,5,7.67,11.22,0,0,0,0
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(면접형),종합(면접형),종합,튀르키예아제르바이잔학과,3,,,,,,,,0,0.67,0,2
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(서류형),종합(서류형),종합,튀르키예아제르바이잔학과,4,,,,,,,,0,0.25,0,1
한국외국어대학교,서울캠퍼스,,1,학교장추천전형,학교장추천,교과,튀르키예아제르바이잔학과,3,,,,,,,,0,0.67,0,2
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(면접형),종합(면접형),종합,특수외국어유럽지역계열,4,,,,,,,,0,0.25,0,1
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(서류형),종합(서류형),종합,특수외국어유럽지역계열,4,,,,,,,,0,0.25,0,1
한국외국어대학교,서울캠퍼스,,1,학교장추천전형,학교장추천,교과,특수외국어유럽지역계열,3,,,,,,,,0,0,0,0
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(면접형),종합(면접형),종합,특수외국어인도아세안지역계열,4,,,,,,,,0,0.75,0,3
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(서류형),종합(서류형),종합,특수외국어인도아세안지역계열,5,,,,,,,,0,0,0,0
한국외국어대학교,서울캠퍼스,,1,학교장추천전형,학교장추천,교과,특수외국어인도아세안지역계열,3,,,,,,,,0,0,0,0
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(면접형),종합(면접형),종합,특수외국어중동지역계열,3,,,,,,,,0,0.33,0,1
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(서류형),종합(서류형),종합,특수외국어중동지역계열,4,,,,,,,,0,0,0,0
한국외국어대학교,서울캠퍼스,,1,학교장추천전형,학교장추천,교과,특수외국어중동지역계열,3,,,,,,,,0,0,0,0
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(면접형),종합(면접형),종합,페르시아어이란학과,3,,,,,,,,0,0.67,0,2
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(서류형),종합(서류형),종합,페르시아어이란학과,4,,,,,,,,0,1,0,4
한국외국어대학교,서울캠퍼스,,1,학교장추천전형,학교장추천,교과,페르시아어이란학과,3,,,,,,,,0,0.67,0,2
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(면접형),종합(면접형),종합,포르투갈어과,3,4,3.5,5.25,6.75,7.5,10.25,9.39,0,0,0,0
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(서류형),종합(서류형),종합,포르투갈어과,3,6,3.17,4.83,5.83,7.33,9,8.58,0,0,0,0
한국외국어대학교,서울캠퍼스,인문,1,학교장추천전형,학교장추천,교과,포르투갈어과,3,3,0.33,1,3,4.33,7.67,12.33,0,0,0,0
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(면접형),종합(면접형),종합,프랑스어학부,6,9,7.56,9.56,11.89,13,14.22,13.58,0,0.33,0,2
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(서류형),종합(서류형),종합,프랑스어학부,7,8,3.5,5,6.62,7.12,8.38,9.3,0,0.14,0,1
한국외국어대학교,서울캠퍼스,인문,1,학교장추천전형,학교장추천,교과,프랑스어학부,6,8,0.5,0.88,2.5,2.88,6.38,9.36,0,0.17,0,1
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(면접형),종합(면접형),종합,한국어교육과,3,3,6,9.33,11,11.33,12,12.56,0,0.33,0,1
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(서류형),종합(서류형),종합,한국어교육과,2,2,5,8.5,9,10,12.5,13.83,0,1,0,2
한국외국어대학교,서울캠퍼스,인문,1,학교장추천전형,학교장추천,교과,한국어교육과,3,3,3,4.33,6,6,7.67,13.67,0,0.33,0,1
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(면접형),종합(면접형),종합,핵심외국어계열,7,,,,,,,,0,0.29,0,2
한국외국어대학교,서울캠퍼스,,0,학생부종합전형(서류형),종합(서류형),종합,핵심외국어계열,10,,,,,,,,0,0.2,0,2
한국외국어대학교,서울캠퍼스,,1,학교장추천전형,학교장추천,교과,핵심외국어계열,3,,,,,,,,0,0,0,0
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(면접형),종합(면접형),종합,행정학과,6,6,5.17,7.67,9,10.17,14.17,14.78,0,0.17,0,1
한국외국어대학교,서울캠퍼스,인문,0,학생부종합전형(서류형),종합(서류형),종합,행정학과,4,4,3.5,5.25,7.5,8.25,10.75,13.67,0,0.25,0,1
한국외국어대학교,서울캠퍼스,인문,1,학교장추천전형,학교장추천,교과,행정학과,4,5,4.6,6.4,7.6,8.6,10.8,17.47,0,0.5,0,2
한국외국어대학교(글로벌),글로벌캠퍼스,자연,0,학생부종합전형(면접형),종합(면접형),종합,AI데이터융합학부,7,9,1.78,3.11,6.67,7.33,10.56,10.56,0,0.29,0,2
한국외국어대학교(글로벌),글로벌캠퍼스,자연,0,학생부종합전형(서류형),종합(서류형),종합,AI데이터융합학부,6,8,1.38,2.5,4,4.5,7.38,7.38,0,0.33,0,2
한국외국어대학교(글로벌),글로벌캠퍼스,자연,0,학교장추천전형,학교장추천,교과,AI데이터융합학부,3,7,1.14,2.14,3.14,3.57,5.29,5.29,0,0.33,0,1
한국외국어대학교(글로벌),글로벌캠퍼스,,0,학생부종합전형(면접형),종합(면접형),종합,AI융합대학통합모집,4,,,,,,,,0,0,0,0
한국외국어대학교(글로벌),글로벌캠퍼스,,0,학생부종합전형(서류형),종합(서류형),종합,AI융합대학통합모집,4,,,,,,,,0,0.25,0,1
한국외국어대학교(글로벌),글로벌캠퍼스,,0,학교장추천전형,학교장추천,교과,AI융합대학통합모집,3,,,,,,,,0,0,0,0
한국외국어대학교(글로벌),글로벌캠퍼스,,0,학생부종합전형(면접형),종합(면접형),종합,Culture  Technology융합대학통합모집,7,,,,,,,,0,0,0,0
한국외국어대학교(글로벌),글로벌캠퍼스,,0,학생부종합전형(서류형),종합(서류형),종합,Culture  Technology융합대학통합모집,7,,,,,,,,0,0.14,0,1
한국외국어대학교(글로벌),글로벌캠퍼스,,0,학교장추천전형,학교장추천,교과,Culture  Technology융합대학통합모집,3,,,,,,,,0,0,0,0
한국외국어대학교(글로벌),글로벌캠퍼스,,0,학생부종합전형(면접형),종합(면접형),종합,Finance  AI융합학부,7,,,,,,,,0,0,0,0
한국외국어대학교(글로벌),글로벌캠퍼스,,0,학생부종합전형(서류형),종합(서류형),종합,Finance  AI융합학부,6,,,,,,,,0,0.17,0,1
한국외국어대학교(글로벌),글로벌캠퍼스,,0,학교장추천전형,학교장추천,교과,Finance  AI융합학부,3,,,,,,,,0,0.33,0,1
한국외국어대학교(글로벌),글로벌캠퍼스,,0,학생부종합전형(면접형),종합(면접형),종합,Global Business  Technology학부,9,,,,,,,,0,0.22,0,2
한국외국어대학교(글로벌),글로벌캠퍼스,,0,학생부종합전형(서류형),종합(서류형),종합,Global Business  Technology학부,10,,,,,,,,0,0.3,0,3
한국외국어대학교(글로벌),글로벌캠퍼스,,0,학교장추천전형,학교장추천,교과,Global Business  Technology학부,4,,,,,,,,0,0.5,0,2
한국외국어대학교(글로벌),글로벌캠퍼스,,0,학생부종합전형(면접형),종합(면접형),종합,경상대학통합모집,4,,,,,,,,0,0,0,0
한국외국어대학교(글로벌),글로벌캠퍼스,,0,학생부종합전형(서류형),종합(서류형),종합,경상대학통합모집,4,,,,,,,,0,0,0,0
한국외국어대학교(글로벌),글로벌캠퍼스,,0,학교장추천전형,학교장추천,교과,경상대학통합모집,3,,,,,,,,0,0,0,0
한국외국어대학교(글로벌),글로벌캠퍼스,,0,학생부종합전형(면접형),종합(면접형),종합,공과계열,15,,,,,,,,0,0,0,0
한국외국어대학교(글로벌),글로벌캠퍼스,,0,학생부종합전형(서류형),종합(서류형),종합,공과계열,16,,,,,,,,0,0,0,0
한국외국어대학교(글로벌),글로벌캠퍼스,,0,학교장추천전형,학교장추천,교과,공과계열,4,,,,,,,,0,0.25,0,1
